GENOTYPE,Gaillac.2012.OPT,Karlsruhe.2012.WD,Karlsruhe.2012.OPT,Debrecen.2012.OPT,Debrecen.2012.WD,Debrecen.2013.WD,Martonvasar.2013.OPT,Martonvasar.2013.WD,Karlsruhe.2013.WD,Karlsruhe.2013.OPT,Gaillac.2013.WD,Murony.2013.OPT,Murony.2013.WD,Gaillac.2013.OPT,Nerac.2013.WD,Craiova.2012.OPT,Campagnola.2013.OPT,Campagnola.2013.WD,Nerac.2013.OPT,Nerac.2012.WD,Nerac.2012.OPT,Craiova.2012.WD,Campagnola.2012.OPT,Campagnola.2012.WD,Graneros.2013.WD
LAN496,107.1204405,83.49560958,87.72689426,42.23339382,39.23180547,47.75143676,80.97837656,68.93569267,72.05104565,76.12831051,65.28946108,44.70638117,52.02212286,92.97585888,32.47041559,21.49309767,47.35226492,32.38940962,72.57217008,37.28595158,90.13205445,3.76584314,24.64673742,8.99665549,54.99482693
LH123HT,109.2536218,126.0717763,105.4829671,56.84804647,62.28204324,64.09128793,113.3858637,83.96774228,110.7078589,82.9748183,81.68944712,74.43778712,81.7072337,121.431905,51.35551223,35.04887335,68.94673468,47.74731494,82.18358537,31.93594831,81.92704302,4.18344238,44.59532141,21.75967921,88.83663898
LH145,102.7900308,94.57379588,98.10238277,66.13524034,55.01717469,40.43293389,107.0077301,63.42374695,82.77153221,77.8487494,69.97654903,71.22068864,61.2552188,91.39862098,33.1856555,38.72030856,45.78842049,33.45857053,62.151558,50.83480444,90.42541779,20.45657848,41.23025837,23.38451344,69.09345233
LH38,118.3234748,109.3801127,102.2373289,62.41242562,63.41150919,70.46642526,108.407003,70.53412269,99.20872885,74.89175349,81.5462041,69.43382668,72.95250722,102.5255668,38.36702331,36.81998094,60.79075692,42.61927115,63.61727651,52.89704927,90.58280006,10.97905674,39.71157827,19.01745524,70.49618873
LH39,106.1328971,104.0621447,101.9136213,70.68809446,52.39882917,60.50856799,126.4666554,72.63776423,101.5866996,92.09544437,73.17891678,70.43789659,65.6744465,103.7790502,39.18024497,24.52067649,49.94608582,39.35351425,66.56952129,47.08209645,86.51671187,7.37677904,19.80668948,10.12307949,69.69436929
LH59,124.9685536,94.1744377,80.18042198,64.3344021,54.02081389,60.03022186,118.6398284,79.23798933,103.8100909,97.18554113,87.42567395,73.19078199,75.9924616,114.6034853,41.95470988,34.1950891,44.56858928,33.52413413,89.85546417,51.07734737,94.61256001,4.53143315,25.64161167,11.74397376,66.35043243
LH60,113.5480232,96.86297695,110.2068552,65.76390769,58.46889174,63.20160434,128.1946483,103.3968252,104.6178112,97.65730485,87.78210098,95.25793785,83.89604704,105.3475013,43.95143268,55.73439005,55.03591887,40.48319747,87.63642663,46.76658616,91.50830006,21.37993008,48.28011839,26.70826162,73.51009519
LH65,123.2171654,116.965676,106.9477482,60.2081111,55.89015952,64.60717895,113.4047282,90.11281375,99.08438329,89.79927961,89.71204249,87.41253593,83.4669697,109.264977,46.90775608,38.61432488,55.67531045,36.57716212,79.5665603,56.00205666,96.97267332,12.51877133,36.47765442,15.95542653,84.1003854
LH74,116.5552228,103.7192228,115.5285353,67.74189479,51.68801217,58.7743702,107.1187159,54.65895439,96.68406106,74.46964903,76.47731784,66.70468112,70.95453601,103.1503199,37.9052916,40.43286393,61.03647712,44.24711185,80.56103707,46.80499364,89.90231395,19.67244438,46.07499491,14.15264245,63.57503858
LH82,112.5704564,110.4462094,103.1515853,83.28920591,65.86751375,63.36570129,111.4807881,89.79367485,84.15314733,91.22344066,79.42188029,66.59178548,64.00418076,92.49853222,38.31235798,50.92100155,50.38351235,40.60839741,80.56523,58.58142356,88.37959335,26.84619233,57.15431846,25.19864269,78.43997768
LH93,118.8924154,100.3638079,95.65817453,68.56517051,59.4409758,67.58460142,131.3737688,79.91850534,129.4628412,98.8332777,85.80291985,102.3360191,81.9091048,109.549782,56.31216951,50.32280902,56.01149722,41.23470818,95.12622366,62.03572363,107.4661678,18.66860506,53.46697057,30.44941623,76.02042056
LO1016,137.6778364,125.2893846,113.8747833,76.09831266,60.14484544,71.44263003,113.0102174,71.481057,126.4153495,96.05194885,91.17343661,77.71538784,72.03971749,121.0327719,50.77695887,59.0890389,76.03263393,39.82766177,98.8696081,54.34818087,114.6674064,23.72245543,72.05286433,45.40016044,65.50609193
LO1026,116.4252921,119.1642712,103.7893734,76.15046443,53.8811446,64.74894875,96.79618467,91.15607793,121.8113985,103.2084871,89.06753147,89.64301315,82.32596723,107.975386,43.44508507,48.44849116,67.49551771,41.7726929,83.20922786,39.98451406,76.5684652,21.39545709,51.06918609,23.98555669,76.71926567
LO1035,117.0927283,117.5070404,103.4625564,53.00597299,53.48469948,69.42144014,141.8330101,91.5968204,118.3405499,89.95112823,79.39438018,95.65133323,96.6587594,114.0660113,45.95067527,63.08092064,53.06986565,37.77103375,100.0049638,51.69752483,96.46556705,25.69778246,48.62856113,28.82257678,85.7312145
LO1038,134.9992361,119.3433579,105.608278,85.39529305,61.12859774,62.34970384,107.4041954,91.90414857,128.1530292,103.8492976,93.48634122,104.2423647,105.5489977,128.492128,41.86954603,81.02518963,71.41990221,40.68595282,103.1115763,45.89882974,117.6047197,49.7861983,63.87926521,36.56449537,85.00884802
LO1056,131.6268582,114.6819813,92.20187036,61.50790692,64.15293426,79.81727107,138.5623922,75.50839831,128.2872467,98.50001773,85.98817175,60.77201507,79.92063397,132.345565,64.71077781,69.8255941,60.96550516,36.13842983,98.69051624,53.25020888,100.8786269,38.87909408,65.04482082,28.62673703,73.92131944
LO1063,112.2161137,117.2892791,104.2465059,70.77496137,63.37421877,56.32130769,116.9165377,76.32996201,98.17942085,91.16283316,84.84487011,87.04955482,78.05611951,113.2265949,42.10060193,61.41868781,80.22246599,41.7295816,84.0140513,53.38954304,91.47867867,26.52077294,69.89790211,37.21952852,74.91632886
LO1087,133.7402497,126.7986179,128.7297332,88.34397585,66.91653872,70.73898697,124.7285613,92.02864455,131.530311,127.3129407,105.0019819,111.5470689,104.132087,135.6169072,47.19135339,59.64963158,71.6485258,48.0048305,106.9920051,53.0975407,113.7979854,21.91730996,74.57792375,43.15534929,80.02684633
LO1094,111.5020777,123.4832396,116.0860722,82.56257571,68.29244066,64.85900388,130.6825897,90.24051211,111.78553,100.8738298,90.92303687,91.44990194,85.04299464,116.135443,36.59464063,48.14357531,67.81285983,47.33744176,97.22289104,47.90230698,103.562913,16.93847241,56.53663574,26.15014785,78.96563792
LO1095,122.5933705,132.9325131,124.929155,73.62779651,56.08621076,65.10551043,134.7591687,91.3707262,117.0191224,101.4485975,90.34897971,95.85691834,90.6426102,108.965251,52.68764846,52.21164549,60.8820485,42.99829396,97.11848343,58.68878045,99.78161369,22.38960709,60.75448185,34.74577022,81.90432409
LO1101,131.9651438,113.0123682,97.54497517,79.70792259,63.12858341,61.01273353,129.0046149,90.41380233,111.5823872,93.93854227,98.87492809,97.63964388,83.39904686,126.9554126,29.93698232,47.00021787,62.69027149,45.1405471,88.58383345,48.62821978,103.2266289,21.25408741,61.75229861,28.37769106,76.25069085
LO1106,129.2405731,126.8647809,123.4798711,82.59797213,56.21726238,67.93542755,98.85271987,89.39251054,119.9921867,113.0677658,89.61679098,93.53492594,82.38281577,126.7836731,33.94019546,45.71713053,60.04567878,33.71665481,90.53032397,39.56855626,100.635872,17.87512897,56.5376951,24.80911684,72.76969324
LO1123,118.6932103,109.4689569,109.7539895,64.13726786,52.31530882,50.92666116,120.9680271,86.2051496,104.8637873,80.83806158,87.81365987,88.20008129,78.10791564,105.2939917,41.36807285,47.15961389,51.98820732,37.62078881,89.81697653,50.60316805,94.4708264,7.48190092,56.53715114,17.57359286,80.19031862
LO1124,105.1122535,121.0842206,110.5063837,63.06946854,60.55241852,49.86605209,112.0734276,99.53095618,109.6149914,91.88961752,90.83084147,96.67051249,83.3098521,103.4715535,32.36111237,41.7563096,55.23563423,33.02377155,82.20687042,36.89214539,106.7449388,5.10571083,59.06956648,24.21179939,94.18391358
LO1172,122.4345133,108.1114467,103.9468749,72.17886266,52.74236619,65.87590451,122.339183,86.83334451,111.1615237,89.40472518,90.11916574,98.59420607,96.7835636,115.3513613,46.52018946,71.97630777,57.38853544,41.66768592,96.42624046,53.14671526,99.03078656,22.67303902,68.8092186,29.05373646,90.71702085
LO1180,107.3090206,108.0917045,96.94116474,59.2448811,56.93859359,37.35470909,124.6659615,81.73447743,105.8986209,85.10541948,80.87841148,85.14502536,73.92242234,106.7871417,34.95472914,42.77490128,69.57769243,48.44694743,74.77605054,54.54280966,101.2845859,7.54419462,64.33635604,21.40933648,80.91721254
LO1187,116.19427,110.1422688,104.6959108,66.98866616,53.83614768,55.88344421,120.8826211,84.48549917,110.9153376,84.53291799,89.04808345,86.99110091,78.490828,120.4257485,42.62957693,46.54756413,65.41306128,38.70426852,85.33363703,44.91356794,92.03478658,13.88886049,40.8655342,19.59862645,80.553677
LO1199,136.2917516,139.2023496,105.7995117,81.07410036,63.47914752,54.45378387,132.2706712,90.48731905,126.4463317,101.2289819,98.78413356,91.86456664,85.39581174,122.1817074,39.24353946,63.04103471,78.45151111,54.55435957,105.7199332,52.61401782,105.5282087,13.58931145,58.53651828,21.49724574,85.44682715
LO1203,126.0757399,123.5721898,128.0187317,55.53678056,58.07554179,58.14376351,96.84544731,73.65600729,124.1440994,105.8870224,92.94063237,100.6968146,94.72542218,107.597608,49.65230613,49.99015916,66.19769253,50.60045453,87.24581983,61.13499193,94.5761422,22.55370631,58.8294355,37.13195467,75.96177238
LO1223,138.3113633,130.3451835,104.7475546,77.65317087,66.5165516,73.45386412,137.1797012,92.1901904,122.4902828,110.4662392,99.86202258,113.1356715,87.85181772,130.3406617,48.49996382,54.73774052,74.30029655,57.25675309,101.4438489,57.74504032,106.907308,26.01372393,53.15891957,32.62240842,88.54149608
LO1242,119.0289983,116.0353647,110.6060534,54.17822806,56.95192294,62.47971004,137.377984,86.85605114,104.261799,89.34198005,78.7099554,92.70211727,88.38952574,105.9981775,37.64805947,53.84262771,47.82627851,33.2642756,86.15452015,53.70483019,95.08993124,21.01082423,33.75627641,13.57119012,90.87360906
LO1251,137.1824079,131.7044274,124.8230854,78.3743088,64.36278608,74.6851991,113.4612355,94.27911766,134.0687712,120.3417083,97.16330219,104.3905138,103.8442567,136.274653,49.22759103,58.63435264,57.14428616,42.04007973,111.6432187,39.35820463,109.244424,10.99717326,60.24375299,33.73885772,96.12510043
LO1253,139.0903841,142.1220641,111.2142324,76.10656952,66.18141339,74.08903577,125.2035462,97.326225,138.049762,109.410482,96.15562711,107.1084033,97.32792819,135.2073548,47.86607884,53.05925042,58.70257559,39.77542797,99.64175898,58.92495808,102.7797687,23.30619533,57.51641462,32.01219327,95.50920496
LO1261,143.4162495,127.2369471,106.0463111,76.16910271,68.82474031,83.95714763,117.7567045,80.9905772,128.2818252,93.76333369,99.57958267,102.3082754,99.82781219,124.4107366,57.05508256,73.71128239,62.23757752,50.20709595,98.24296984,64.46872396,108.4332508,27.17649104,61.32719379,36.31594964,81.78576433
LO1266,127.6283369,124.5827528,111.747148,76.97001651,61.11095521,76.05507818,120.3221177,104.7104311,116.9600959,104.966148,101.4669809,98.2576591,98.90619679,126.6361731,36.55100992,66.46988987,71.83546329,48.53111262,91.74808375,58.73399037,102.5926827,32.79460247,66.29619851,31.0510752,90.52785504
LO1270,129.4941485,122.8988923,111.8757224,64.56228807,57.74202207,60.95618271,119.3812403,98.72964716,128.1773324,115.0208024,102.9192194,56.89735723,79.91482406,113.5924094,42.61192585,63.63480509,69.11033376,51.54048665,81.8877701,40.25138483,93.16736357,32.31265486,54.5463136,42.46130952,88.42366364
LO1273,126.8019518,115.4182944,81.75816176,65.23612681,49.6346717,47.4872959,114.1888932,69.62588421,108.0443673,105.2538972,89.63065609,85.29366224,75.60635493,106.015113,45.77369789,56.38209716,63.98313159,45.3157638,82.7220217,64.97872613,96.87193252,36.28837452,63.17105002,37.69424544,83.54503211
LO1274,104.8932507,110.9127971,108.0381138,46.67632376,44.24614583,47.66777824,107.9951896,84.30773774,113.2797449,84.98164456,89.52235916,88.40628188,85.12578671,103.2429535,28.34335618,20.67288392,55.56739248,29.76628478,84.03736192,42.12271942,96.77735487,10.61221472,29.73401482,12.11414489,79.81881889
LO1280,104.062934,109.2528225,105.966121,59.62010029,56.29631081,58.20642943,130.8667283,103.7207868,92.63508714,80.21132909,82.32584559,88.25829027,89.73535264,103.7563684,22.76752376,41.15545212,51.87510067,33.53822857,89.78817096,39.49317737,87.10268602,10.05634832,53.30588135,28.18265391,61.13423141
LO1282,124.5955087,121.0904537,115.742239,57.81188256,57.98013527,61.70584951,97.8303987,83.18204882,126.0950922,104.7590545,90.05650295,114.1298956,101.2998502,116.3106535,27.37774952,55.61395782,54.00873673,36.06109469,93.51846936,44.82184886,108.0216441,21.12181301,50.07499992,20.73742256,84.02240562
LO1284,108.7894498,120.8199667,110.1721396,69.5752544,54.10884314,68.10172844,138.9970183,97.85157637,110.7071583,91.14005994,86.04820344,91.62870408,94.15202874,124.9892683,34.95059355,27.2388318,64.08300032,36.91082548,89.19117505,51.69671892,90.22186692,3.1752719,38.55170207,11.29068565,79.04067603
LO1288,135.7099358,119.9580618,116.3563958,77.75781235,70.2616197,70.26923022,149.2088993,110.1496886,122.472899,101.2837742,94.74497444,104.0272903,80.41514751,119.2532127,40.1769342,59.90545759,85.4629753,57.99531673,99.90382872,62.49963517,114.6698742,30.65335437,76.91125801,49.00745905,70.03146016
LO1290,123.2277301,118.3731063,104.5622986,73.7023052,56.51237632,61.74123395,127.7675623,75.15784735,109.4483748,100.8785015,90.54045337,101.5463315,92.50556115,118.751452,48.67183069,57.61889925,60.86051552,41.80498258,89.08808394,45.19233101,101.9190269,10.9138554,43.09477867,27.7044101,73.39450343
LO1301,127.0187655,121.8613117,131.3047613,77.93634662,77.6088731,76.56654623,126.0694222,89.80665947,127.9251726,97.85377715,92.26154327,102.196665,94.01368445,141.0987217,45.22152527,61.08645426,70.52724816,47.86002815,99.36866356,62.84893526,101.9056701,27.25791733,63.01289137,35.54369354,78.38164102
LO904,132.5530578,120.9534498,122.0135877,66.55540216,61.55643443,55.03048478,121.8592506,88.00360378,121.9473098,104.375103,87.73623646,95.44087118,86.1548602,115.061838,46.72814949,53.93908225,72.1633681,58.9379867,82.52895407,52.23516048,105.8169363,16.13953834,61.27542549,25.59366049,81.60777871
Lp5,120.597273,110.9250366,109.2605515,75.61806111,58.3224678,64.14149641,117.5089079,80.04190185,86.62449166,74.28878015,80.38509626,78.94093292,79.8911939,107.6281059,30.59105613,49.11110366,52.98596162,35.8009038,89.43847595,41.44937952,94.92621916,19.54521383,47.61085771,17.44631698,71.30723167
ML606,117.8915987,104.1142869,110.6303443,67.44101797,58.65444605,62.99739466,120.3222359,83.61972682,99.96561432,76.77931697,87.19607636,82.86749815,78.28461608,110.4607053,41.04159601,55.09095494,54.69278709,36.04964153,78.16626234,55.43943788,98.42877525,15.45376318,72.218071,29.84732369,82.15346124
MO15W,89.05808728,98.4033753,88.89101668,53.19941274,52.42271473,66.36019357,119.2871491,71.65647778,84.50684286,75.67872376,88.68985756,88.32663072,85.56573418,103.8994105,33.91531082,38.70644445,44.9803034,30.9422477,88.06733214,28.22634443,68.07920624,20.19757443,44.83936513,19.11290516,73.8514061
MO17,129.3065221,98.14683503,81.99415398,66.41962405,56.40056979,76.4275288,102.6783693,76.10908042,112.5244147,86.25616082,82.75360769,79.94048172,77.33799423,117.4065252,32.30624528,19.19568854,46.71297392,32.64337965,80.85858041,43.23108337,81.36592978,6.93479348,13.03808607,4.32261142,52.67982843
MS153,99.34476252,102.5101084,104.5537043,53.83428928,50.99294617,66.89586699,106.1039609,64.08477347,86.07700515,43.04366045,65.83181766,54.80519335,58.18686171,95.08657265,43.46180216,30.24009816,60.25711754,35.36103412,88.27067631,49.92262925,91.29497344,2.26445381,41.52324994,15.78078662,63.37706958
MS71,106.9147684,92.06870475,81.99765692,70.23482547,51.5323715,54.1990729,99.38459506,67.52876781,86.06391996,66.94899416,70.3301787,56.35171556,54.11921137,90.27721439,45.10299351,36.23170041,45.81929385,34.11739961,54.15133829,44.22884398,79.38273332,14.06459853,30.30689867,18.9985401,63.03754814
N16,101.1274621,86.83667232,80.60767188,54.45714734,55.09667097,55.69443321,89.81697398,57.60942787,100.4849106,61.82689008,73.00512041,65.71716014,63.67908438,105.5275846,38.92924103,46.66512175,38.02136172,34.55263014,85.8606927,41.36936623,93.08473025,31.27020804,42.39011465,27.8211172,58.52465167
N192,112.4258038,100.3638061,104.0895923,66.83661728,56.36942644,58.88448785,121.0149195,81.11926165,95.99165073,63.63552125,79.50128942,83.16965918,71.24484987,108.987257,30.21583377,39.29365414,55.59574034,40.26649795,94.03221482,39.67634046,90.08244058,13.14596969,43.0129315,11.15756302,59.40985044
N22,116.1959152,101.6494771,67.50082871,62.46754496,44.90744035,57.53000156,69.76890404,66.52923049,107.6019723,76.9713077,76.71576314,74.47271886,50.12529356,88.5523456,31.12783976,34.59901865,39.58274467,28.8679488,77.69517792,32.61516753,63.89021681,16.2394651,33.73223575,14.23989482,48.04838907
N25,99.87701416,101.8065345,78.84184237,59.49749759,39.12189151,62.18628922,85.41029851,53.45185226,90.20486399,58.31033495,65.21113048,61.67133073,55.3601353,99.27386321,28.13788131,25.43290656,31.22001502,21.95163629,73.75707209,31.09495059,71.46523054,8.01820338,14.7435816,7.32223191,44.71051834
N6,107.2850093,79.46786711,80.21868364,55.46774374,49.51967711,60.53693555,105.1448679,65.52693881,80.41922616,60.40057619,69.79166053,60.38813839,58.3583792,99.30628999,39.09585695,48.70361939,39.66448377,28.21722357,92.29081077,38.44390631,80.12795064,14.4760192,43.33441298,16.35109255,52.58972104
NC290,97.53287846,111.3665918,112.5956441,65.89768884,59.35569043,66.17053128,90.76895589,92.00875085,124.9237189,99.69947292,80.32154878,83.23035147,69.00933403,106.1062332,30.73940485,35.67221359,48.58876419,35.0105299,79.28920927,35.61955283,86.46067581,12.35008424,36.01260264,14.85683498,58.17799614
NC358,82.4285279,113.8571101,95.61736948,59.67098694,52.23721385,65.67327039,104.1881097,64.19354008,102.950131,91.83173229,78.63907869,93.18533825,80.88129415,106.3781256,39.20389648,57.24042031,53.77337069,35.32752538,93.84784263,31.8520891,79.95526653,20.44154337,28.74444675,21.10881261,73.05215806
NDB8,93.02998486,79.11365784,79.63647477,56.82632977,45.70109241,45.8765118,100.9589332,60.21600682,79.89843624,59.52036535,57.08298271,42.58431082,43.74367244,79.51387759,22.58155576,33.2390036,41.0011663,34.43617862,51.17455012,34.89587968,73.13022201,11.20867899,27.546639,9.61400903,51.77548372
NK764,109.9526383,106.2914446,95.11695564,62.26909783,55.82231709,56.56178701,109.6568361,65.72113962,92.82437053,74.99357478,82.35206472,66.28231821,56.94506238,108.0898792,41.52253865,36.17462368,50.09451181,29.25603295,78.87866353,54.29218078,87.52323478,10.98702369,33.92029733,8.93862699,70.29751665
NK807,107.9360407,88.18139175,91.91400807,64.24220816,54.85953135,56.48683193,99.12125474,80.32109208,82.42822927,81.39879217,71.45911401,67.50836931,55.40136812,98.92440845,32.45285523,29.4624335,57.94575893,34.58343967,89.70752466,47.1044851,84.53202708,13.8107903,39.92966243,18.46336819,61.17539015
NQ508,116.8660134,112.3586665,112.0890922,66.14822353,49.70983584,66.62481226,119.6233072,93.15544039,111.4898271,97.65730485,82.29875116,82.3834487,77.38327459,103.4239177,44.07419477,43.09598165,63.26245425,32.8940443,86.93585344,49.04041907,101.3011441,14.31500642,39.6335787,12.10540627,86.83520808
NS701,125.5508827,120.6847097,99.74163497,82.83728774,71.40438084,66.8452445,120.7282201,73.84863988,117.5799126,104.8452349,93.72528061,80.75272689,85.857648,118.5919915,37.81471385,53.23824859,66.07652,45.92992498,94.3178754,56.0175324,104.6838936,16.48259746,36.95705018,8.58764545,64.59453868
OH02,130.3878531,99.0905109,86.78610192,56.61669443,53.98695121,64.37787813,83.08177897,79.23581429,111.4115724,101.3250017,79.16041734,49.60841397,62.66639093,114.6792556,53.33934143,39.74391368,54.48062594,34.65579851,79.48741855,60.02423895,91.82827267,15.1428291,32.20708949,21.76513634,68.57151103
OH33,112.154045,85.36068725,72.28175559,55.74190261,45.35561366,54.97039434,72.85348315,60.58468758,77.12597606,89.90781746,61.88685336,55.89029117,54.07488028,102.7871244,26.76707832,21.98213881,41.82894713,31.76842055,79.81542276,29.9893023,80.61433605,13.11526825,18.31464055,12.29172569,48.69304341
OH40B,124.296947,97.40836577,104.3118969,63.62070454,64.71774837,63.37279277,107.1308609,65.11957613,105.5701241,55.79736895,75.92050866,61.55463214,65.43981034,115.5421944,32.4908479,16.10970244,47.15730362,42.12254257,69.9441805,39.15573572,85.00830413,1.88445671,16.60648312,6.56924656,69.9886298
OH43,118.5584288,100.8965847,97.77216536,82.49994623,62.73348112,62.28987222,102.3575179,82.61974479,106.3671886,78.30234461,91.07100387,64.95931566,74.38615741,103.2657251,40.74285107,30.91856825,45.98653494,36.45748906,68.25964777,43.99043586,88.74080945,18.15350527,25.69434345,17.25807945,65.86172055
OS426,111.3362733,81.53514395,71.45110884,56.02344301,39.9326813,55.81059321,100.0093209,69.35459959,84.90323181,54.56683319,70.48901675,60.04946515,48.17068253,94.47749988,49.94122546,37.05124715,57.19210013,34.84701839,81.8627661,46.29251198,95.61147895,27.64259075,38.41805008,21.0305269,59.50765711
P465P,99.76527396,101.0540427,107.8724737,58.60904153,54.53981943,64.85322422,93.51152901,77.16626639,81.96078136,74.17961255,73.37900008,79.8442446,75.57492924,89.95219814,48.63899547,44.48202408,49.00760158,38.19238368,71.58365729,50.28587862,81.42835703,7.81817772,34.05397575,7.99817876,66.31935388
PA36,74.93547053,74.65728623,68.50425203,51.18979523,45.3531008,28.39914293,60.30262437,61.13697291,56.37066934,47.18873966,58.52243359,36.52230835,20.90374166,66.0570025,25.59427274,26.40852183,46.59284999,25.01276436,57.85554248,24.14422906,65.31801877,5.13559288,28.64034482,8.94840444,56.62165585
PA405,99.02113461,65.83642631,74.47669383,51.55795013,42.67935331,39.97756661,95.94581731,65.30963867,77.14551463,63.84299141,71.63209716,49.26879487,50.50817091,92.24046675,18.86200868,45.40512857,41.14220516,21.86775747,74.95724213,33.88666824,74.13833036,11.84900697,36.30673995,21.82761505,53.32899022
PA91,134.1537753,131.5486455,108.3618379,76.80433184,61.157406,64.76698031,88.35429348,72.69218904,105.9713648,87.49737647,94.55795334,83.18265876,78.30269223,117.8055353,41.66296599,37.06213678,65.26107829,40.97101964,71.72317975,45.99283404,92.13388608,13.2874561,18.31977759,8.16746413,64.9353759
PB116,104.6569747,74.34230794,72.24913978,46.02697018,43.26276115,46.60575522,68.53660365,80.45091484,75.63461365,55.01228751,71.69054405,48.68842075,52.54360695,94.71396434,37.92740907,32.75629399,37.74540689,30.76209557,76.09719736,42.94060265,81.91436742,6.20741855,27.12100949,10.49646522,51.64747106
PB98TR,111.4355016,96.01903387,89.4439028,46.898651,31.34751833,60.45123357,99.74763252,65.13338894,93.15434357,66.80132352,63.81617766,55.80959209,56.57238516,112.3835712,29.65951245,45.12175943,38.74126634,24.82828729,52.12227816,38.08992871,79.04937643,13.4035985,45.24729845,30.57671541,65.92084361
PH207,99.24155066,105.9019248,107.8861402,66.88661137,56.6675779,63.37536466,128.4297367,92.68926466,101.8058449,75.6791379,72.87467123,64.86070948,59.55065593,102.0978016,38.26993065,45.41595281,41.65775446,29.04433885,77.71867911,60.64861352,84.24071499,12.20009877,50.36227168,20.07307876,72.66310902
PHB09,112.4186366,111.4385669,107.3175273,80.82484837,60.82134189,62.17418549,122.559653,74.5037212,105.8120941,90.44889111,84.67288222,72.41371122,66.49010405,114.9563715,34.02076874,30.62515749,53.63643007,51.24986725,77.44319932,48.7689201,86.37903215,2.68437546,29.60390455,12.57483747,55.175727
PHG35,130.1727543,121.6441945,107.6832397,81.83212647,68.06349429,71.29859013,115.404657,89.44280345,119.5521851,97.55656872,90.19576775,83.936955,83.3517168,128.7005483,53.45667289,51.38896404,66.55303958,51.05484428,81.90955835,70.74428137,112.2477274,44.88387524,79.48794183,44.41136845,89.71382412
PHG39,115.1447932,118.630732,109.4885724,54.59126186,55.89254006,71.29927744,128.8389748,78.96170152,114.6265345,96.45928592,86.13940014,95.47057483,85.41571005,105.9647739,40.6641249,54.94573418,68.4484335,47.84474036,88.29568982,55.33824624,96.9030797,15.9620458,57.6005855,26.81907098,81.52434095
PHG47,114.7546257,111.4727735,107.3359973,68.72984972,66.83533622,68.46458318,103.9767071,88.85157787,98.3980932,78.66380262,77.75311665,62.03227202,55.12958238,105.045967,37.88139885,35.96003301,49.18573454,37.15375826,74.45563786,56.58819169,91.62127234,13.34536834,25.82821581,14.77871744,69.6477819
PHG50,114.4753475,100.0166775,108.1306661,64.7194624,53.08809717,60.73855382,129.056232,96.9667784,93.00958726,80.21132909,72.50229802,77.26264663,69.89418875,108.5197808,46.18484698,46.95403094,47.39934179,33.94787893,75.1086372,56.8214643,87.43202453,13.7780195,51.56361122,19.84582214,72.86209412
PHG71,106.5035968,105.1030399,103.0680722,59.92001068,53.75316151,56.85000557,104.2712827,74.52752712,98.8530791,90.34434052,78.77172729,64.81001717,61.85568184,101.0325741,37.12282863,47.27136447,55.40607323,41.13117892,76.52969014,47.83366675,82.99076121,26.29270833,53.58679611,20.75452249,77.69682465
PHG80,125.5971504,124.6863527,112.9004087,74.75754733,66.56878347,74.69576097,126.2251265,84.12675657,118.5360787,101.0018317,87.18166169,78.73346991,65.92883903,118.0733191,48.23908812,23.22153475,57.12545405,41.86067852,83.80791534,56.51811708,116.6188317,5.50478955,51.00662646,23.69162378,67.93431054
PHG83,119.7828145,119.1359884,121.4213321,66.99781825,60.81303076,63.44978192,106.8723092,82.07029508,120.1129103,112.0648514,86.0846606,74.42519689,73.01079878,102.8096909,55.5304868,35.74761064,44.00916728,38.14176489,97.15587989,65.86314454,99.6101391,4.44057328,18.62239695,6.73052311,69.53109445
PHG84,102.2144579,117.9865296,111.3030606,76.61798617,67.51995414,73.49896954,103.5498218,82.67300183,126.8763982,96.27633533,95.20521953,92.97382418,85.50006199,117.5461732,51.0237366,53.72614564,61.00888158,41.51705934,100.9089314,50.82075252,86.97249403,18.97889589,22.20385089,15.61415412,84.78809755
PHG86,127.0619457,122.0121,123.5951666,76.5881498,57.55833771,61.03980626,127.3452863,83.49436931,105.4949801,80.88806383,77.13220484,85.24687373,80.49913882,110.9763074,36.53780985,66.06495723,58.30249375,39.04063427,80.4969175,51.32750665,94.60545885,19.27396987,51.50019877,19.64858124,79.32421303
PHH93,104.0137774,102.4695272,113.3376569,54.03140338,52.32208724,67.1340467,95.90134758,83.66332823,92.63508714,78.42303589,64.72100326,51.98475478,55.68962976,95.18920963,46.88578137,39.17806281,61.07276513,28.46732386,69.38820743,58.07082604,93.02024974,9.06825699,21.23668896,3.8742028,65.10706644
PHJ40,113.559105,100.1653674,87.81391798,69.29146526,57.04206677,49.49304972,112.7162711,75.05013475,97.28699982,79.42947981,76.36671223,57.34462923,62.12483491,96.29839712,34.86315904,24.9329585,48.68761127,37.47296539,66.03321905,51.56612444,83.72357448,4.98810407,26.2899209,11.43087369,63.01098562
PHK29,137.5571508,124.0169597,117.9656934,64.19937776,62.86809584,71.44539363,100.2126193,88.43740605,117.3101579,92.08599869,94.31256953,96.90785899,92.07345702,126.2157269,45.2997395,56.14311204,64.61699232,38.80009946,89.54914652,56.07859876,96.29148691,21.94895498,54.00092246,26.28249345,76.44043562
